State,District,Year,Total_Crimes
ASSAM,GOLAGHAT,2014,548
ASSAM,GUWAHATI CITY,2014,1197
ASSAM,HAILAKANDI,2014,402
ASSAM,JORHAT,2014,672
ASSAM,KAMRUP,2014,758
ASSAM,KARBI ANGLONG,2014,153
ASSAM,KARIMGANJ,2014,546
ASSAM,KOKRAJHAR,2014,248
ASSAM,LAKHIMPUR,2014,645
ASSAM,MORIGAON,2014,965
ASSAM,DIMA HASAO,2014,43
ASSAM,NAGAON,2014,2103
ASSAM,NALBARI,2014,183
ASSAM,SIBSAGAR,2014,713
ASSAM,SONITPUR,2014,724
ASSAM,TINSUKIA,2014,434
ASSAM,UDALGURI,2014,222
BIHAR,ARARIA,2014,161
BIHAR,ARWAL,2014,79
BIHAR,AURANGABAD,2014,309
BIHAR,BAGAHA,2014,217
BIHAR,BANKA,2014,212
BIHAR,BEGUSARAI,2014,370
BIHAR,BETTIAH,2014,280
BIHAR,BHABHUA,2014,152
BIHAR,BHAGALPUR,2014,563
BIHAR,BHOJPUR,2014,347
BIHAR,BUXAR,2014,273
BIHAR,DARBHANGA,2014,864
BIHAR,GAYA,2014,730
BIHAR,GOPALGANJ,2014,319
BIHAR,JAMALPUR RAILWAY,2014,5
BIHAR,JAMUI,2014,214
BIHAR,JEHANABAD,2014,167
BIHAR,KATIHAR,2014,336
BIHAR,KATIHAR RAILWAY,2014,12
BIHAR,KHAGARIA,2014,164
BIHAR,KISHANGANJ,2014,318
BIHAR,LAKHISARAI,2014,182
BIHAR,MADHEPURA,2014,164
BIHAR,MADHUBANI,2014,491
BIHAR,MOTIHARI,2014,759
BIHAR,MUNGER,2014,129
BIHAR,MUZAFFARPUR,2014,956
BIHAR,MUZAFFARPUR RAILWAY,2014,7
BIHAR,NALANDA,2014,702
BIHAR,NAUGACHIA,2014,147
BIHAR,NAWADAH,2014,205
BIHAR,PATNA,2014,1467
BIHAR,PATNA RAILWAY,2014,20
BIHAR,PURNEA,2014,393
BIHAR,ROHTAS,2014,302
BIHAR,SAHARSA,2014,197
BIHAR,SAMASTIPUR,2014,546
BIHAR,SARAN,2014,508
BIHAR,SHEIKHPURA,2014,180
BIHAR,SHEOHAR,2014,79
BIHAR,SITAMARHI,2014,615
BIHAR,SIWAN,2014,515
BIHAR,SUPAUL,2014,268
BIHAR,VAISHALI,2014,459
BIHAR,ECONOMIC OFFENCES UNIT,2014,0
BIHAR,ANTI TERRORIST SQUAD,2014,0
CHHATTISGARH,BALOD,2014,145
CHHATTISGARH,BALODBAZAR,2014,300
CHHATTISGARH,BALRAMPUR,2014,237
CHHATTISGARH,BEMETRA,2014,143
CHHATTISGARH,BILASPUR,2014,567
CHHATTISGARH,BIZAPUR,2014,18
CHHATTISGARH,DANTEWARA,2014,32
CHHATTISGARH,DHAMTARI,2014,127
CHHATTISGARH,DURG,2014,695
CHHATTISGARH,GARIYABAND,2014,108
CHHATTISGARH,G. R. P. RAIPUR,2014,14
CHHATTISGARH,JAGDALPUR,2014,126
CHHATTISGARH,JANJGIR,2014,443
CHHATTISGARH,JASHPUR,2014,178
CHHATTISGARH,KABIRDHAM,2014,205
CHHATTISGARH,KANKER,2014,148
CHHATTISGARH,KONDAGAON,2014,61
CHHATTISGARH,KORBA,2014,250
CHHATTISGARH,KORIYA,2014,257
CHHATTISGARH,MAHASAMUND,2014,254
CHHATTISGARH,MUNGALI,2014,115
CHHATTISGARH,NARAYANPUR,2014,19
CHHATTISGARH,RAIGARH,2014,364
CHHATTISGARH,RAIPUR,2014,675
CHHATTISGARH,RAJNANDGAON,2014,308
CHHATTISGARH,SARGUJA,2014,215
CHHATTISGARH,SUKMA,2014,18
CHHATTISGARH,SURAJPUR,2014,233
GOA,NORTH GOA,2014,313
GOA,SOUTH GOA,2014,166
GOA,C. I. D.,2014,9
GUJARAT,AHMEDABAD CITY,2014,1365
GUJARAT,AHMEDABAD RURAL,2014,276
GUJARAT,AMRELI,2014,247
GUJARAT,ANAND,2014,231
GUJARAT,ARVALLI,2014,132
GUJARAT,BANASKANTHA,2014,554
GUJARAT,BHARUCH,2014,200
GUJARAT,BHAVNAGAR,2014,344
GUJARAT,BOTAD,2014,86
GUJARAT,CHHOTAUDEPUR,2014,85
GUJARAT,C. I. D. CRIME,2014,0
GUJARAT,DAHOD,2014,283
GUJARAT,DANG,2014,43
GUJARAT,DEVBHUMI DWARKA,2014,165
GUJARAT,GANDHINAGAR,2014,261
GUJARAT,GIR SOMNATH,2014,214
GUJARAT,JAMNAGAR,2014,358
GUJARAT,JUNAGADH,2014,439
GUJARAT,KACHCHH EAST(G),2014,282
GUJARAT,KACHCHH WEST(B),2014,290
GUJARAT,KHEDA,2014,206
GUJARAT,MAHISAGAR,2014,143
GUJARAT,MEHSANA,2014,429
GUJARAT,MORBI,2014,155
GUJARAT,NARMADA,2014,60
GUJARAT,NAVSARI,2014,137
GUJARAT,PANCHMAHAL,2014,266
GUJARAT,PATAN,2014,265
GUJARAT,PORBANDAR,2014,140
GUJARAT,RAJKOT CITY,2014,444
GUJARAT,RAJKOT RURAL,2014,364
GUJARAT,SABARKANTHA,2014,209
GUJARAT,SURAT CITY,2014,693
GUJARAT,SURAT RURAL,2014,180
GUJARAT,SURENDRANAGAR,2014,184
GUJARAT,TAPI,2014,143
GUJARAT,VADODARA CITY,2014,535
GUJARAT,VADODARA RURAL,2014,190
GUJARAT,VALSAD,2014,225
GUJARAT,W.RLY AHMEDABAD,2014,8
GUJARAT,W.RLY VADODARA,2014,6
HARYANA,AMBALA (RURAL),2014,168
HARYANA,AMBALA (URBAN),2014,267
HARYANA,BHIWANI,2014,387
HARYANA,FARIDABAD,2014,813
HARYANA,FATEHABAD,2014,287
HARYANA,G. R. P.,2014,43
HARYANA,GURGAON,2014,873
HARYANA,HISSAR,2014,560
HARYANA,JHAJJAR,2014,288
HARYANA,JIND,2014,307
HARYANA,KAITHAL,2014,305
HARYANA,KARNAL,2014,646
HARYANA,KURUKSHETRA,2014,274
HARYANA,MAHENDERGARH,2014,268
HARYANA,MEWAT,2014,319
HARYANA,PALWAL,2014,434
HARYANA,PANCHKULA,2014,244
HARYANA,PANIPAT,2014,518
HARYANA,REWARI,2014,359
HARYANA,ROHTAK,2014,394
HARYANA,SIRSA,2014,389
HARYANA,SONIPAT,2014,439
HARYANA,YAMUNANAGAR,2014,392
HARYANA,IRRIGATION & POWER,2014,0
HIMACHAL PRADESH,BADDI,2014,60
HIMACHAL PRADESH,BILASPUR,2014,161
HIMACHAL PRADESH,CHAMBA,2014,79
HIMACHAL PRADESH,C. I. D.,2014,2
HIMACHAL PRADESH,G. R. P.,2014,0
HIMACHAL PRADESH,HAMIRPUR,2014,99
HIMACHAL PRADESH,KANGRA,2014,243
HIMACHAL PRADESH,KINNAUR,2014,22
HIMACHAL PRADESH,KULLU,2014,76
HIMACHAL PRADESH,LAHAUL & SPITI,2014,1
HIMACHAL PRADESH,MANDI,2014,261
HIMACHAL PRADESH,SHIMLA,2014,179
HIMACHAL PRADESH,SIRMAUR,2014,121
HIMACHAL PRADESH,SOLAN,2014,80
HIMACHAL PRADESH,UNA,2014,133
JAMMU & KASHMIR,ANANTNAG,2014,213
JAMMU & KASHMIR,AWANTIPORA,2014,45
JAMMU & KASHMIR,BANDIPORA,2014,109
JAMMU & KASHMIR,BARAMULLA,2014,180
JAMMU & KASHMIR,BUDGAM,2014,94
JAMMU & KASHMIR,CRIME JAMMU,2014,0
JAMMU & KASHMIR,CRIME SRINAGAR,2014,1
JAMMU & KASHMIR,DODA,2014,121
JAMMU & KASHMIR,GANDERBAL,2014,79
JAMMU & KASHMIR,HANDWARA,2014,109
JAMMU & KASHMIR,JAMMU,2014,424
JAMMU & KASHMIR,KARGIL,2014,4
JAMMU & KASHMIR,KATHUA,2014,135
JAMMU & KASHMIR,KISHTWAR,2014,56
JAMMU & KASHMIR,KULGAM,2014,230
JAMMU & KASHMIR,KUPWARA,2014,144
JAMMU & KASHMIR,LEH,2014,10
JAMMU & KASHMIR,POONCH,2014,125
JAMMU & KASHMIR,PULWAMA,2014,54
JAMMU & KASHMIR,RAILWAYS JAMMU,2014,3
JAMMU & KASHMIR,RAILWAYS KASHMIR,2014,2
JAMMU & KASHMIR,RAILWAYS KATRA,2014,1
JAMMU & KASHMIR,RAJOURI,2014,253
JAMMU & KASHMIR,RAMBAN,2014,84
JAMMU & KASHMIR,REASI,2014,80
JAMMU & KASHMIR,SAMBA,2014,38
JAMMU & KASHMIR,SHOPIAN,2014,70
JAMMU & KASHMIR,SOPORE,2014,143
JAMMU & KASHMIR,SRINAGAR,2014,411
JAMMU & KASHMIR,UDHAMPUR,2014,103
JHARKHAND,BOKARO,2014,365
JHARKHAND,CHAIBASA,2014,165
JHARKHAND,CHATRA,2014,235
JHARKHAND,DEOGHAR,2014,387
JHARKHAND,DHANBAD,2014,570
JHARKHAND,DHANBAD RAILWAY,2014,13
JHARKHAND,DUMKA,2014,170
JHARKHAND,GARHWA,2014,293
JHARKHAND,GIRIDIH,2014,493
JHARKHAND,GODDA,2014,209
JHARKHAND,GUMLA,2014,173
JHARKHAND,HAZARIBAGH,2014,329
JHARKHAND,JAMSHEDPUR,2014,531
JHARKHAND,JAMSHEDPUR RAILWAY,2014,6
JHARKHAND,JAMTARA,2014,217
JHARKHAND,KHUNTI,2014,47
JHARKHAND,KODERMA,2014,121
JHARKHAND,LATEHAR,2014,105
JHARKHAND,LOHARDAGGA,2014,111
JHARKHAND,PAKUR,2014,237
JHARKHAND,PALAMU,2014,150
JHARKHAND,RAMGARH,2014,281
JHARKHAND,RANCHI,2014,229
JHARKHAND,SAHEBGANJ,2014,306
JHARKHAND,SARAIKELA,2014,175
JHARKHAND,SIMDEGA,2014,54
KARNATAKA,BAGALKOT,2014,236
KARNATAKA,BENGALURU CITY,2014,3077
KARNATAKA,BENGALURU DISTRICT,2014,431
KARNATAKA,BELAGAVI DISTRICT,2014,505
KARNATAKA,BALLARI,2014,352
KARNATAKA,BIDAR,2014,329
KARNATAKA,VIJAYAPURA,2014,321
KARNATAKA,CHIKKABALLAPURA,2014,254
KARNATAKA,CHAMARAJNAGAR,2014,150
KARNATAKA,CHIKKAMAGALURU,2014,364
KARNATAKA,CHITRADURGA,2014,423
KARNATAKA,DAKSHINA KANNADA,2014,161
KARNATAKA,DAVANAGERE,2014,484
KARNATAKA,DHARWAD,2014,83
KARNATAKA,GADAG,2014,97
KARNATAKA,KALABURGI,2014,446
KARNATAKA,HASSAN,2014,503
KARNATAKA,HAVERI,2014,240
KARNATAKA,HUBBALLI DHARWAD CITY,2014,144
KARNATAKA,K.G.F.,2014,83
KARNATAKA,KODAGU,2014,142
KARNATAKA,KOLAR,2014,152
KARNATAKA,KOPPAL,2014,147
KARNATAKA,MANDYA,2014,580
KARNATAKA,MANGALURU CITY,2014,201
KARNATAKA,MYSURU CITY,2014,355
KARNATAKA,MYSURU DISTRICT,2014,459
KARNATAKA,RAICHUR,2014,515
KARNATAKA,K.RAILWAYS,2014,13
KARNATAKA,RAMANAGARA,2014,344
KARNATAKA,SHIMOGA,2014,770
KARNATAKA,TUMAKURU,2014,500
KARNATAKA,UDUPI,2014,249
KARNATAKA,UTTARA KANNADA,2014,290
KARNATAKA,YADGIRI,2014,282
KARNATAKA,BELAGAVI CITY,2014,232
KERALA,ALAPUZHA,2014,602
KERALA,ERNAKULAM COMMR.,2014,459
KERALA,ERNAKULAM RURAL,2014,545
KERALA,IDUKKI,2014,444
KERALA,KANNUR,2014,635
KERALA,KASARGOD,2014,404
KERALA,KOLLAM COMMR.,2014,711
KERALA,KOLLAM RURAL,2014,630
KERALA,KOTTAYAM,2014,500
KERALA,KOZHIKODE COMMR.,2014,343
KERALA,KOZHIKODE RURAL,2014,608
KERALA,MALAPPURAM,2014,1063
KERALA,PALAKKAD,2014,767
KERALA,PATHANAMTHITTA,2014,376
KERALA,RAILWAYS,2014,86
KERALA,THRISSUR COMMR.,2014,301
KERALA,THRISSUR RURAL,2014,912
KERALA,TRIVANDRUM COMMR.,2014,485
KERALA,TRIVANDRUM RURAL,2014,1166
KERALA,WAYANADU,2014,329
KERALA,CRIME BRANCH,2014,14
MADHYA PRADESH,AGAR,2014,152
MADHYA PRADESH,ALIRAJPUR,2014,59
MADHYA PRADESH,ANUPPUR,2014,406
MADHYA PRADESH,ASHOK NAGAR,2014,383
MADHYA PRADESH,BALAGHAT,2014,593
MADHYA PRADESH,BARWANI,2014,220
MADHYA PRADESH,BETUL,2014,1154
MADHYA PRADESH,BHIND,2014,443
MADHYA PRADESH,BHOPAL,2014,1248
MADHYA PRADESH,BHOPAL RAILWAY,2014,43
MADHYA PRADESH,BURHANPUR,2014,211
MADHYA PRADESH,CHHATARPUR,2014,553
MADHYA PRADESH,CHHINDWARA,2014,915
MADHYA PRADESH,DAMOH,2014,396
MADHYA PRADESH,DATIA,2014,252
MADHYA PRADESH,DEWAS,2014,623
MADHYA PRADESH,DHAR,2014,794
MADHYA PRADESH,DINDORI,2014,438
MADHYA PRADESH,GUNA,2014,496
MADHYA PRADESH,GWALIOR,2014,1206
MADHYA PRADESH,HARDA,2014,236
MADHYA PRADESH,HOSHANGABAD,2014,505
MADHYA PRADESH,INDORE,2014,1369
MADHYA PRADESH,INDORE RAILWAY,2014,15
MADHYA PRADESH,JABALPUR,2014,1318
MADHYA PRADESH,JABALPUR RAILWAY,2014,33
MADHYA PRADESH,JHABUA,2014,281
MADHYA PRADESH,KATNI,2014,475
MADHYA PRADESH,KHANDWA,2014,582
MADHYA PRADESH,KHARGONE,2014,598
MADHYA PRADESH,MANDLA,2014,389
MADHYA PRADESH,MANDSAUR,2014,553
MADHYA PRADESH,MORENA,2014,514
MADHYA PRADESH,NARSINGHPUR,2014,498
MADHYA PRADESH,NEEMUCH,2014,210
MADHYA PRADESH,PANNA,2014,308
MADHYA PRADESH,RAISEN,2014,558
MADHYA PRADESH,RAJGARH,2014,574
MADHYA PRADESH,RATLAM,2014,524
MADHYA PRADESH,REWA,2014,609
MADHYA PRADESH,SAGAR,2014,949
MADHYA PRADESH,SATNA,2014,868
MADHYA PRADESH,SEONI,2014,487
MADHYA PRADESH,SHAHDOL,2014,889
MADHYA PRADESH,SHAJAPUR,2014,384
MADHYA PRADESH,SHEOPUR,2014,152
MADHYA PRADESH,SHIVPURI,2014,638
MADHYA PRADESH,SIDHI,2014,319
MADHYA PRADESH,SEHORE,2014,577
MADHYA PRADESH,SINGRAULI,2014,418
MADHYA PRADESH,TIKAMGARH,2014,364
MADHYA PRADESH,UJJAIN,2014,844
MADHYA PRADESH,UMARIA,2014,292
MADHYA PRADESH,VIDISHA,2014,763
MADHYA PRADESH,CYBER CELL,2014,0
MAHARASHTRA,AHMEDNAGAR,2014,822
MAHARASHTRA,AKOLA,2014,479
MAHARASHTRA,AMRAVATI COMMR.,2014,311
MAHARASHTRA,AMRAVATI RURAL,2014,848
MAHARASHTRA,AURANGABAD COMMR.,2014,483
MAHARASHTRA,AURANGABAD RURAL,2014,461
MAHARASHTRA,BEED,2014,744
MAHARASHTRA,BHANDARA,2014,192
MAHARASHTRA,BULDHANA,2014,562
MAHARASHTRA,CHANDRAPUR,2014,626
MAHARASHTRA,DHULE,2014,405
MAHARASHTRA,GADCHIROLI,2014,83
MAHARASHTRA,GONDIA,2014,255
MAHARASHTRA,HINGOLI,2014,207
MAHARASHTRA,JALGAON,2014,898
MAHARASHTRA,JALNA,2014,560
MAHARASHTRA,KOLHAPUR,2014,477
MAHARASHTRA,LATUR,2014,646
MAHARASHTRA,MUMBAI COMMR.,2014,3895
MAHARASHTRA,MUMBAI RAILWAY,2014,70
MAHARASHTRA,NAGPUR COMMR.,2014,810
MAHARASHTRA,NAGPUR RAILWAY,2014,25
MAHARASHTRA,NAGPUR RURAL,2014,428
MAHARASHTRA,NANDED,2014,464
MAHARASHTRA,NANDURBAR,2014,132
MAHARASHTRA,NASIK COMMR.,2014,389
MAHARASHTRA,NASIK RURAL,2014,811
MAHARASHTRA,NAVI MUMBAI,2014,529
MAHARASHTRA,OSMANABAD,2014,321
MAHARASHTRA,PALGHAR,2014,458
MAHARASHTRA,PARBHANI,2014,488
MAHARASHTRA,PUNE COMMR.,2014,1319
MAHARASHTRA,PUNE RAILWAY,2014,10
MAHARASHTRA,PUNE RURAL,2014,947
MAHARASHTRA,RAIGAD,2014,245
MAHARASHTRA,RATNAGIRI,2014,139
MAHARASHTRA,SANGLI,2014,434
MAHARASHTRA,SATARA,2014,658
MAHARASHTRA,SINDHUDURG,2014,74
MAHARASHTRA,SOLAPUR COMMR.,2014,184
MAHARASHTRA,SOLAPUR RURAL,2014,582
MAHARASHTRA,THANE COMMR.,2014,1475
MAHARASHTRA,THANE RURAL,2014,447
MAHARASHTRA,WARDHA,2014,390
MAHARASHTRA,WASHIM,2014,378
MAHARASHTRA,YAVATMAL,2014,1532
MANIPUR,BISHNUPUR,2014,26
MANIPUR,CHANDEL,2014,1
MANIPUR,CHURACHANDPUR,2014,11
MANIPUR,C. I. D.,2014,0
MANIPUR,IMPHAL EAST,2014,53
MANIPUR,IMPHAL WEST,2014,115
MANIPUR,SENAPATI,2014,4
MANIPUR,TAMENGLONG,2014,4
MANIPUR,THOUBAL,2014,121
MANIPUR,UKHRUL,2014,2
MEGHALAYA,GARO HILLS EAST,2014,7
MEGHALAYA,GARO HILLS NORTH,2014,21
MEGHALAYA,GARO HILLS SOUTH,2014,13
MEGHALAYA,GARO HILLS SOUTH WEST,2014,15
MEGHALAYA,GARO HILLS WEST,2014,55
MEGHALAYA,JAINTIA HILLS WEST,2014,21
MEGHALAYA,JAINTIA HILLS EAST,2014,18
MEGHALAYA,KHASI HILLS EAST,2014,142
MEGHALAYA,KHASI HILLS SOUTH WEST,2014,20
MEGHALAYA,KHASI HILLS WEST,2014,24
MEGHALAYA,RI-BHOI,2014,52
MIZORAM,AIZAWL,2014,103
MIZORAM,CHAMPHAI,2014,52
MIZORAM,KOLASIB,2014,23
MIZORAM,LAWNGTLAI,2014,14
MIZORAM,LUNGLEI,2014,27
MIZORAM,MAMIT,2014,18
MIZORAM,SAIHA,2014,6
MIZORAM,SERCHHIP,2014,15
MIZORAM,SPL TRAFFIC,2014,0
NAGALAND,DIMAPUR,2014,37
NAGALAND,KIPHIRE,2014,1
NAGALAND,KOHIMA,2014,12
NAGALAND,LONGLENG,2014,1
NAGALAND,MOKOKCHUNG,2014,4
NAGALAND,MON,2014,1
NAGALAND,PEREN,2014,2
NAGALAND,PHEK,2014,4
NAGALAND,TUENSANG,2014,2
NAGALAND,WOKHA,2014,0
NAGALAND,ZUNHEBOTO,2014,3
ODISHA,ANGUL,2014,340
ODISHA,BALASORE,2014,1278
ODISHA,BARAGARH,2014,308
ODISHA,BERHAMPUR,2014,370
ODISHA,BHADRAK,2014,536
ODISHA,BOLANGIR,2014,449
ODISHA,BOUDH,2014,164
ODISHA,CUTTACK,2014,236
ODISHA,DCP BBSR,2014,389
ODISHA,DCP CTC,2014,448
ODISHA,DEOGARH,2014,155
ODISHA,DHENKANAL,2014,693
ODISHA,GAJAPATI,2014,160
ODISHA,GANJAM,2014,901
ODISHA,JAGATSINGHPUR,2014,462
ODISHA,JAJPUR,2014,546
ODISHA,JHARSUGUDA,2014,235
ODISHA,KALAHANDI,2014,621
ODISHA,KANDHAMAL,2014,255
ODISHA,KENDRAPARA,2014,554
ODISHA,KEONJHAR,2014,566
ODISHA,KHURDA,2014,297
ODISHA,KORAPUT,2014,441
ODISHA,MALKANGIRI,2014,84
ODISHA,MAYURBHANJ,2014,929
ODISHA,NAYAGARH,2014,224
ODISHA,NABARANGPUR,2014,521
ODISHA,NUAPADA,2014,322
ODISHA,PURI,2014,562
ODISHA,RAYAGADA,2014,352
ODISHA,ROURKELA,2014,468
ODISHA,SAMBALPUR,2014,317
ODISHA,SONEPUR,2014,120
ODISHA,SRP (CUTTACK),2014,13
ODISHA,SRP (ROURKELA),2014,15
ODISHA,SUNDARGARH,2014,275
PUNJAB,AMRITSAR RURAL,2014,274
PUNJAB,BARNALA,2014,103
PUNJAB,BATALA,2014,146
PUNJAB,BATHINDA,2014,285
PUNJAB,CP AMRITSAR,2014,320
PUNJAB,CP JALANDHAR,2014,330
PUNJAB,CP LUDHIANA,2014,696
PUNJAB,FARIDKOT,2014,67
PUNJAB,FATEHGARH SAHIB,2014,101
PUNJAB,FAZILKA,2014,171
PUNJAB,FEROZEPUR,2014,167
PUNJAB,G. R. P.,2014,4
PUNJAB,GURDASPUR,2014,139
PUNJAB,HOSHIARPUR,2014,255
PUNJAB,JALANDHAR RURAL,2014,150
PUNJAB,KAPURTHALA,2014,168
PUNJAB,KHANNA,2014,136
PUNJAB,LUDHIANA RURAL,2014,113
PUNJAB,MANSA,2014,110
PUNJAB,MOGA,2014,129
PUNJAB,MUKTSAR,2014,114
PUNJAB,PATHANKOT,2014,122
PUNJAB,PATIALA,2014,360
PUNJAB,ROPAR,2014,148
PUNJAB,SANGRUR,2014,255
PUNJAB,SAS NAGAR,2014,275
PUNJAB,SBS NAGAR,2014,103
PUNJAB,TARN TARAN,2014,184
RAJASTHAN,AJMER,2014,1355
RAJASTHAN,ALWAR,2014,1593
RAJASTHAN,BANSWARA,2014,607
RAJASTHAN,BARAN,2014,806
RAJASTHAN,BARMER,2014,754
RAJASTHAN,BHARATPUR,2014,1203
RAJASTHAN,BHILWARA,2014,1311
RAJASTHAN,BIKANER,2014,841
RAJASTHAN,BUNDI,2014,711
RAJASTHAN,CHITTORGARH,2014,1090
RAJASTHAN,CHURU,2014,610
RAJASTHAN,DAUSA,2014,514
RAJASTHAN,DHOLPUR,2014,480
RAJASTHAN,DUNGARPUR,2014,610
RAJASTHAN,G.R.P.AJMER,2014,20
RAJASTHAN,G.R.P.JODHPUR,2014,9
RAJASTHAN,GANGANAGAR,2014,1419
RAJASTHAN,HANUMANGARH,2014,956
RAJASTHAN,JAIPUR EAST,2014,703
RAJASTHAN,JAIPUR NORTH,2014,537
RAJASTHAN,JAIPUR RURAL,2014,676
RAJASTHAN,JAIPUR SOUTH,2014,473
RAJASTHAN,JAIPUR WEST,2014,695
RAJASTHAN,JAISALMER,2014,167
RAJASTHAN,JALORE,2014,404
RAJASTHAN,JHALAWAR,2014,1165
RAJASTHAN,JHUNJHUNU,2014,599
RAJASTHAN,JODHPUR EAST,2014,377
RAJASTHAN,JODHPUR WEST,2014,377
RAJASTHAN,JODHPUR RURAL,2014,433
RAJASTHAN,KARAULI,2014,465
RAJASTHAN,KOTA CITY,2014,890
RAJASTHAN,KOTA RURAL,2014,594
RAJASTHAN,NAGAUR,2014,839
RAJASTHAN,PALI,2014,1172
RAJASTHAN,PRATAPGARH,2014,996
RAJASTHAN,RAJSAMAND,2014,506
RAJASTHAN,SAWAI MADHOPUR,2014,579
RAJASTHAN,SIKAR,2014,709
RAJASTHAN,SIROHI,2014,480
RAJASTHAN,TONK,2014,604
RAJASTHAN,UDAIPUR,2014,1822
SIKKIM,EAST,2014,49
SIKKIM,NORTH,2014,4
SIKKIM,SOUTH,2014,34
SIKKIM,WEST,2014,23
SIKKIM,CID,2014,0
TAMIL NADU,ARIYALUR,2014,55
TAMIL NADU,CHENNAI,2014,904
TAMIL NADU,COIMBATORE,2014,110
TAMIL NADU,COIMBATORE CITY,2014,105
TAMIL NADU,CUDDALORE,2014,145
TAMIL NADU,DHARMAPURI,2014,210
TAMIL NADU,DINDIGUL,2014,280
TAMIL NADU,ERODE,2014,80
TAMIL NADU,KANCHIPURAM,2014,74
TAMIL NADU,KANYAKUMARI,2014,104
TAMIL NADU,KARUR,2014,63
TAMIL NADU,KRISHNAGIRI,2014,152
TAMIL NADU,MADURAI,2014,681
TAMIL NADU,MADURAI CITY,2014,172
TAMIL NADU,NAGAPATTINAM,2014,119
TAMIL NADU,NAMAKKAL,2014,91
TAMIL NADU,NILGIRIS,2014,41
TAMIL NADU,PERAMBALUR,2014,52
TAMIL NADU,PUDUKOTTAI,2014,125
TAMIL NADU,RAMNATHAPURAM,2014,102
TAMIL NADU,RAILWAY CHENNAI,2014,5
TAMIL NADU,RAILWAY TRICHY,2014,0
TAMIL NADU,SALEM,2014,132
TAMIL NADU,SALEM CITY,2014,91
TAMIL NADU,SIVAGANGAI,2014,128
TAMIL NADU,THANJAVUR,2014,133
TAMIL NADU,THENI,2014,155
TAMIL NADU,THIRUNELVELI,2014,293
TAMIL NADU,THIRUNELVELI CITY,2014,45
TAMIL NADU,THIRUVALLUR,2014,41
TAMIL NADU,THIRUVANNAMALAI,2014,128
TAMIL NADU,THIRUVARUR,2014,39
TAMIL NADU,THOOTHUKUDI,2014,165
TAMIL NADU,TIRUPPUR,2014,108
TAMIL NADU,TIRUPPUR CITY,2014,57
TAMIL NADU,TRICHY,2014,149
TAMIL NADU,TRICHY CITY,2014,61
TAMIL NADU,VELLORE,2014,323
TAMIL NADU,VILLUPURAM,2014,449
TAMIL NADU,VIRUDHUNAGAR,2014,158
TAMIL NADU,CYBER CELL,2014,0
TAMIL NADU,OTHER UNITS,2014,0
TELANGANA,ADILABAD,2014,870
TELANGANA,CYBERABAD,2014,2492
TELANGANA,HYDERABAD CITY,2014,2167
TELANGANA,KARIMNAGAR,2014,1418
TELANGANA,KHAMMAM,2014,1258
TELANGANA,MAHABOOB NAGAR,2014,1034
TELANGANA,MEDAK,2014,777
TELANGANA,NALGONDA,2014,1489
TELANGANA,NIZAMABAD,2014,1098
TELANGANA,RANGA REDDY,2014,440
TELANGANA,SECUNDERABAD RAILWAY,2014,11
TELANGANA,WARANGAL RURAL,2014,601
TELANGANA,WARANGAL CITY,2014,481
TRIPURA,DHALAI,2014,134
TRIPURA,GOMATI,2014,250
TRIPURA,G. R. P.,2014,2
TRIPURA,KOWAI,2014,91
TRIPURA,NORTH,2014,172
TRIPURA,SIPAHIJALA,2014,193
TRIPURA,SOUTH,2014,180
TRIPURA,UNAKOTI,2014,118
TRIPURA,WEST,2014,475
UTTAR PRADESH,AGRA,2014,1226
UTTAR PRADESH,ALIGARH,2014,1415
UTTAR PRADESH,ALLAHABAD,2014,1125
UTTAR PRADESH,AMBEDKAR NAGAR,2014,181
UTTAR PRADESH,AMETHI,2014,271
UTTAR PRADESH,AMROHA,2014,476
UTTAR PRADESH,AURAIYA,2014,393
UTTAR PRADESH,AZAMGARH,2014,481
UTTAR PRADESH,BADAUN,2014,554
UTTAR PRADESH,BAGHPAT,2014,321
UTTAR PRADESH,BAHRAICH,2014,519
UTTAR PRADESH,BALLIA,2014,407
UTTAR PRADESH,BALRAMPUR,2014,154
UTTAR PRADESH,BANDA,2014,619
UTTAR PRADESH,BARABANKI,2014,241
UTTAR PRADESH,BAREILLY,2014,878
UTTAR PRADESH,BASTI,2014,181
UTTAR PRADESH,BIJNOR,2014,686
UTTAR PRADESH,BULANDSHAHAR,2014,1018
UTTAR PRADESH,CHANDOLI,2014,426
UTTAR PRADESH,CHITRAKOOT,2014,154
UTTAR PRADESH,DEORIA,2014,261
UTTAR PRADESH,ETAH,2014,583
UTTAR PRADESH,ETAWAH,2014,376
UTTAR PRADESH,FAIZABAD,2014,378
UTTAR PRADESH,FATEHGARH,2014,349
UTTAR PRADESH,FATEHPUR,2014,434
UTTAR PRADESH,FIROZABAD,2014,731
UTTAR PRADESH,G. R. P.,2014,91
UTTAR PRADESH,GAUTAMBUDH NAGAR,2014,614
UTTAR PRADESH,GHAZIABAD,2014,1410
UTTAR PRADESH,GHAZIPUR,2014,306
UTTAR PRADESH,GONDA,2014,372
UTTAR PRADESH,GORAKHPUR,2014,785
UTTAR PRADESH,HAMIRPUR,2014,252
UTTAR PRADESH,HAPUR,2014,264
UTTAR PRADESH,HARDOI,2014,516
UTTAR PRADESH,HATHRAS,2014,490
